cycle,ticker,status,yes_bid,yes_ask,no_bid,no_ask,last,previous,volume,volume_24h,open_interest,close_time,quote_source
20260922T043112Z,KXBTC-26SEP2201-B85450,active,0.21,0.23,0.77,0.79,0.19,0.0,2737.21,2582.65,2665.21,2026-09-22T05:00:00Z,book
20260922T043112Z,KXBTC-26SEP2201-B85550,active,0.24,0.25,0.75,0.76,0.24,0.0,5185.88,2705.41,4899.76,2026-09-22T05:00:00Z,book
20260922T043112Z,KXBTC-26SEP2517-B89750,active,0.01,0.05,0.95,0.99,0.05,0.0,6682.08,6682.08,6682.08,2026-09-25T21:00:00Z,book
20260922T043112Z,KXCEOANTHROPIC-26,active,0.05,0.09,0.91,0.95,0.09,0.13,7056.85,264.23,4612.76,2027-01-01T04:59:00Z,market
20260922T043112Z,KXCPI-26SEP-T0.4,active,0.89,0.9,0.1,0.11,0.9,0.91,42319.56,3359.48,21099.44,2026-10-14T12:25:00Z,market
20260922T043112Z,KXCPI-26SEP-T0.5,active,0.6,0.61,0.39,0.4,0.61,0.63,53444.71,10862.11,35037.79,2026-10-14T12:25:00Z,market
20260922T043112Z,KXCPIYOY-26SEP-T3.5,active,0.76,0.86,0.14,0.24,0.76,0.72,33963.42,284.51,26490.13,2026-10-14T12:29:00Z,market
20260922T043112Z,KXCPIYOY-26SEP-T3.6,active,0.4,0.42,0.58,0.6,0.4,0.45,44620.07,6301.85,36279.38,2026-10-14T12:29:00Z,market
20260922T043112Z,KXFDAANNOUNCE-BPC-26NOV01,active,0.04,0.12,0.88,0.96,0.04,0.09,14576.56,249.7,6342.55,2026-11-01T04:59:00Z,market
20260922T043112Z,KXFDAANNOUNCE-BPC-27JAN01,active,0.31,0.36,0.64,0.69,0.3,0.31,14338.08,123.77,4960.61,2027-01-01T04:59:00Z,market
20260922T043112Z,KXFDAAPPROVALDATECMPS-360-27JUL01,active,0.8,0.85,0.15,0.2,0.86,0.86,8642.97,0.0,3300.16,2027-07-01T03:59:00Z,book
20260922T043112Z,KXFDAAPPROVALDATENTLA-LONV-27JUL01,active,0.87,0.93,0.07,0.13,0.96,0.96,4634.76,0.0,2591.07,2027-07-01T03:59:00Z,market
20260922T043112Z,KXFDAAPPROVE-CYT-26OCT01,active,0.01,0.06,0.94,0.99,0.03,0.03,6517.31,0.0,4694.23,2026-10-01T03:59:00Z,market
20260922T043112Z,KXFDAAPPROVE-CYT-27JAN01,active,0.13,0.18,0.82,0.87,0.13,0.13,144.35,0.0,68.8,2027-01-01T04:59:00Z,market
20260922T043112Z,KXFDARETATRUTIDE-RET-27JAN01,active,0.07,0.11,0.89,0.93,0.07,0.07,25730.43,0.0,10164.73,2027-01-01T04:59:00Z,market
20260922T043112Z,KXFDARETATRUTIDE-RET-28JAN01,active,0.8,0.85,0.15,0.2,0.82,0.87,2084.39,12.93,1414.02,2028-01-01T04:59:00Z,market
20260922T043112Z,KXFED-26OCT-T4.00,active,0.52,0.53,0.47,0.48,0.52,0.54,52344.62,902.68,27922.68,2026-10-28T17:55:00Z,market
20260922T043112Z,KXFED-26OCT-T4.25,active,0.0,0.02,0.98,1.0,0.02,0.02,14447.2,9.35,12631.05,2026-10-28T17:55:00Z,market
20260922T043112Z,KXFEDDECISION-26DEC-H25,active,0.66,0.67,0.33,0.34,0.67,0.67,103002.07,394.44,73098.55,2026-12-09T18:59:00Z,market
20260922T043112Z,KXFEDDECISION-26OCT-H25,active,0.51,0.52,0.48,0.49,0.52,0.56,537031.93,63884.34,321126.41,2026-10-28T17:59:00Z,market
20260922T043112Z,KXFEDDECISION-27JAN-H25,active,0.32,0.33,0.67,0.68,0.33,0.31,23173.65,7138.0,18013.88,2027-01-27T18:59:00Z,market
20260922T043112Z,KXHIGHDEN-26SEP22-B81.5,active,0.27,0.28,0.72,0.73,0.29,0.0,649.54,649.54,439.65,2026-09-23T07:00:00Z,book
20260922T043112Z,KXHIGHLAX-26SEP22-B75.5,active,0.33,0.35,0.65,0.67,0.33,0.0,6832.04,6830.04,5844.06,2026-09-23T08:00:00Z,book
20260922T043112Z,KXHIGHLAX-26SEP22-B77.5,active,0.51,0.52,0.48,0.49,0.51,0.0,6099.55,6099.55,4730.73,2026-09-23T08:00:00Z,book
20260922T043112Z,KXHIGHLAX-26SEP22-T75,active,0.01,0.03,0.97,0.99,0.01,0.0,6505.46,6503.46,5086.2,2026-09-23T08:00:00Z,book
20260922T043112Z,KXHIGHMIA-26SEP21-B88.5,active,0.99,,,0.01,0.99,0.45,96987.05,96182.59,67185.74,2026-09-22T05:00:00Z,book
20260922T043112Z,KXHIGHMIA-26SEP21-B90.5,active,,0.01,0.99,,0.01,0.17,103529.77,102452.49,72991.5,2026-09-22T05:00:00Z,book
20260922T043112Z,KXHIGHMIA-26SEP22-B83.5,active,0.08,0.11,0.89,0.92,0.11,0.0,1729.01,1729.01,1361.43,2026-09-23T05:00:00Z,book
20260922T043112Z,KXHIGHNY-26SEP21-B68.5,active,0.0,0.01,0.99,1.0,0.01,0.13,20258.98,16858.64,12555.47,2026-09-22T05:00:00Z,market
20260922T043112Z,KXHIGHNY-26SEP21-B70.5,active,0.0,0.01,0.99,1.0,0.01,0.5,64731.23,60758.76,34660.27,2026-09-22T05:00:00Z,market
20260922T043112Z,KXHIGHNY-26SEP22-B65.5,active,0.46,0.48,0.52,0.54,0.49,0.0,5126.26,5126.26,3415.32,2026-09-23T05:00:00Z,book
20260922T043112Z,KXHIGHTDAL-26SEP22-B97.5,active,0.2,0.23,0.77,0.8,0.22,0.0,1258.92,1258.92,1152.92,2026-09-23T06:00:00Z,book
20260922T043112Z,KXHIGHTDC-26SEP22-B68.5,active,0.11,0.12,0.88,0.89,0.16,0.0,497.01,497.01,341.76,2026-09-23T05:00:00Z,book
20260922T043112Z,KXJPMCEONEW-30-JP,active,0.16,0.24,0.76,0.84,0.24,0.24,1792.72,0.0,321.0,2030-01-01T15:00:00Z,market
20260922T043112Z,KXMLBGAME-26SEP221305TBNYYG1-NYY,active,0.54,0.55,0.45,0.46,0.55,0.6,69081.12,67221.46,39515.91,2026-09-25T17:05:00Z,book
20260922T043112Z,KXMLBGAME-26SEP222005NYMTEX-TEX,active,0.57,0.58,0.42,0.43,0.58,0.54,65894.59,65193.19,65688.13,2026-09-26T00:05:00Z,book
20260922T043112Z,KXNCAAFGAME-26OCT03MCNSLSU-LSU,active,0.99,1.0,0.0,0.01,0.99,0.99,118880.0,1.0,118880.0,2026-10-05T23:45:00Z,market
20260922T043112Z,KXNCAAFGAME-26OCT03MCNSLSU-MCNS,active,0.0,0.01,0.99,1.0,0.01,0.01,134936.53,7197.13,134936.53,2026-10-05T23:45:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP24LIBCCAR-LIB,active,0.56,0.57,0.43,0.44,0.57,0.56,29761.82,5613.24,28438.2,2026-09-26T23:30:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP25ARMYTEM-TEM,active,0.4,0.42,0.58,0.6,0.42,0.41,4659.45,2392.66,4375.46,2026-09-27T20:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP25HOWRUTG-HOW,active,0.02,0.03,0.97,0.98,0.03,0.02,196985.14,97526.8,186164.59,2026-09-27T23:00:00Z,market
20260922T043112Z,KXNCAAFGAME-26SEP25HOWRUTG-RUTG,active,0.97,0.98,0.02,0.03,0.98,0.98,20040.43,8550.95,13430.07,2026-09-27T23:00:00Z,market
